id,premise,hypothesis,lang_abv,language,label
e7104d56ea,"äh ja, und ich würde sagen, äh, ich werde wegfliegen, was, ähm, ich denke es sollte, ähm, einige der gleichen Zuschauer fangen wie, ähm",Ich würde I'll Fly Away wählen.,de,German,0
8a88a0530c,"आप भगवान जूलियन वेड हैं, मैं समझता हूं, उनकी कृत्रिम शुभकामनाएं थीं।","हालांकि कई ने उससे संपर्क करने की कोशिश की थी, लॉर्ड वेड अक्सर ठंडे और भावनाहीन थे।",hi,Hindi,1
c2516b697f,Други съветници отразяват тази загриженост.,Тази загриженост се споделя от няколко различни съветници.,bg,Bulgarian,0
fd5d749dee,Наблизо в Бату Хитам ще откриете приятен плаж.,Няма плажове никъде близо до Бату Хитам.,bg,Bulgarian,2
5cacf22cc6,لیکن مجھے اس بات کا یقین نہیں ہے کہ ایسا کوئی الگوریتھمک طریقہ کار مکمل ہو سکتا ہے.,کوئی ایسا آلہ نہیں ہے جو اس مسئلہ کو خود سے مکمل طور پر حل کرسکتا ہو۔,ur,Urdu,0
f709c7c847,Besucher der Spectrum-Abteilung werden ermutigt verschiedene Maschinen zu manipulieren und an wissenschaftlichen Experimenten teilzunehmen.,Zutritt zum Sprektrumsbereich ist für Besucher strengstens verboten.,de,German,2
21fe5ea982,جی ہاں ہمارے ہیں میرے اور شریک حیات کے چھ ہیں.,ہم میاں بیوی کے کل چھ بچے ہیں۔,ur,Urdu,1
bc6b3473c7,Η γραμματική και η αίγλη είναι ιστορικά η ίδια λέξη.,Στο παρελθόν οι λέξεις γραμματική και αίγλη ήταν πανομοιότυπες.,el,Greek,0
b16fad8ac0,"Đối với các cảnh báo của Ballinger, xem cuộc phỏng vấn Ed Ballinger (ngày 14 tháng 4 năm 2004).",Ông ấy cảnh báo người phỏng vấn rằng sẽ có một cuộc tấn công có chủ đích  vào tháng Năm.,vi,Vietnamese,1
0844b2fe39,"Говорите break(брейк), steak(стейк), но bleak(блик) и streak(стрик).",Не объявляйте перерыв.,ru,Russian,2
acc68b1594,"พวกเขารักที่จะเข้าสังคมและเที่ยวบาร์โดยเฉพาะอย่างยิ่ง บาร์ Brown ที่มีชื่อเสียง เป็นสำหรับสถานที่ที่พวกเขาใช้พบปะ, มักจะพูดคุยเเลกเปลี่ยนความคิดเห็นเกี่ยวกับเเก้ไขปัญหาสังคม",พวกเขาไม่เคยออกไปกับเพื่อน แต่แค่อยู่ข้างในคนเดียว,th,Thai,2
cb708f2075,"Оугл, - сказал он голосом холодным и резким как сталь, - Твоё место на батарейной палубе!","Он сказал Огле, что место его вахты - всегда на камбузе.",ru,Russian,2
c9c179361f,"В това стихотворение Хоакин живее и бяга с кораб до Мексико или Южна Америка, а обезглавеното тяло всъщност е на неговия добър приятел Рамен.",Мъртвото тяло принадлежи на Рамен.,bg,Bulgarian,0
2419c07cd1,从Boot走上一小段路，你会发现Ravenglass和Eskdale铁路的终点，或者叫La'al Ratty，因为它被人们所熟知。,Boot是一个小城市。,zh,Chinese,1
db5abf98a5,ตอนนี้ืทำไมมันจึงดีกว่าการกลายเป็นเสื้อขนสัตว์?,คุณช่วยอธิบายหน่อยได้ไหมว่าทำไมตัวเลือกนี้ดีกว่าเสื้อขนสัตว์?,th,Thai,0
477b4855c9,Η προσωρινή αναστολή της νομικής εκπροσώπησης κατά την απουσία του πελάτη με την επιδίωξη της συνέχισης δεν αποτελεί βιώσιμη εναλλακτική λύση για την επίσημη απόσυρση από την υπόθεση.,Είναι εντάξει να σταματήσετε να αντιπροσωπεύετε έναν πελάτη.,el,Greek,2
ab4cbc7b5b,"Όπως φαίνεται στην Έκθεση A-3 στο Παράρτημα Α, αυτή η διαδικασία μπορεί να συμβεί ταυτόχρονα με την επεξεργασία της αίτησης για την έκδοση άδειας κατασκευής.",Και οι δύο διαδικασίες μπορούν να προκύψουν ταυτόχρονα.,el,Greek,0
65d90605d4,लेकिन उसका सारा समय अधिकारियों को व्यवस्थित करने और एक नई रक्षा नीति के आधार पर दस्तावेजों की समीक्षा और रक्षा योजना के मार्गदर्शन और मौजूदा आकस्मिकताओं की योजना के साथ काम करने में खर्च हो गया।,अंतिम रक्षा नीति दस्तावेज पांच सौ पृष्ठों से अधिक लंबा था।,hi,Hindi,1
23ea23165a,Milima yenye mviringo ya Serra de Tramuntana imeshuka kwa bahari kwa kasi sana hapa kuna maeneo machache ya upatikanaji na bandari moja tu na bandari ya ukubwa wowote kando ya pwani.,Kuna bandari 27 kwenye milima,sw,Swahili,2
f30827d863,Les premiers efforts des enfants pour se représenter l'imaginaire révèlent également à quel point la tâche de détacher ses pensées de la réalité constitue un vrai défi.,Les enfants sont capables d'imagination.,fr,French,0
9d7d0d2973,Masharti za FDA hayafanyi iwe ngumu zaidi kwa watu wazima kununua sigara.,Si vigumu kwa watu wazima kununua sigara hata kwa kanuni za FDA.,sw,Swahili,0
ac40a66920,Angalia Wallis na Varjabedian kwa picha za kisasa za moradas ya kale zilipatikana kaskazini mwa New Mexico.,Hakuna picha zilizopo zinazojulikana za zamani za moradas huko New Mexico.,sw,Swahili,2
cdd627a033,"Umeda marks the northern end of the business and entertainment district popularly known as Kita (meaning simply North ), and is the very essence of modern Osaka's hustle and bustle.",إن أوميدا ليست جزءاً من منطقة الترفيه.,ar,Arabic,2
93bf6a6dc4,"Après avoir regardé autour de ces collections, grimpez la colline jusqu'à la maison de la commissaire, où vous trouverez de belles vues sur la côte environnante et le reste du complexe de l'arsenal maritime.",Vous pouvez voir des bateaux au sommet de la colline.,fr,French,1
1c5f3deef0,في الجادة الرئيسية للحديقة، التي كانت مكسوة بالنخيل وخشب الصندل، رأى السيدة بيشوب بمفردها.,لم يكن هناك أحد ابدا  في الحديقة على الإطلاق.,ar,Arabic,2
3913072765,"Η καθηγήτρια εξήγησε, με όρους που ήλπιζε ότι ήταν κατάλληλοι για το ακροατήριό της.",Η δασκάλα σκόπιμα προσπάθησε να δώσει τη διάλεξή της με ασαφή λόγια.,el,Greek,2
33daec1cfc,Das lässt den Oberst Bishop vielleicht etwas abkühlen.,Colonel Bishop hat schlechte Nachrichten gehört.,de,German,1
76cf5310b1,Bado alikuwa mle ndani.,Alikuwa amekwenda bila ishara.,sw,Swahili,2
e4e8010dd6,"Voivi Fannie Flono, et elle a grandi à Ag- Augusta, GA, et elle va parler de quelques histoires de son enfance.",Fannie Flono a dû reporter et n'est pas en mesure de nous raconter d'histoires aujourd'hui.,fr,French,2
e922f602d3,"Για την επακόλουθη αναγνώριση, ανατρέξτε στα σήματα της CIA, πηγή παρακολούθησης του KSM, 11 Ιουλίου 2001.",Υπάρχουν περισσότερες πληροφορίες σχετικά με την αναγνώριση στο τηλεγράφημα της CIA.,el,Greek,0
5c9bb4dc2c,RPH kitabının yayınlanması ile ilgili bir sonraki gerçeğe yol açan kitap turu izler.,Onun için ayırtılabilecek bir tur yoktu.,tr,Turkish,2
ed7492a6b6,"Locust Hill, добре, страхотно",Локуст Хил е най-доброто място.,bg,Bulgarian,1
3497e9dc10,本周，《国家询问报》预告了肯·斯塔尔关于总统婚外情的报道，报道详述了在他们是如何在总统豪华轿车、椭圆形办公室、甚至林肯卧室中嬉戏偷情的！,询问者有克林顿办公桌的照片。,zh,Chinese,1
89467c0148,الكلمة الذاتية المرضية، والكلمة العادية بدلاً من الكلمة القانونية، هي صانعة للمتاعب وينبغي تجنبها.,الرضا الذاتي ليس مشكلة.,ar,Arabic,2
633a790b93,ดังนั้นฉันอยากจะรักษามันไว้เพราะว่าฉันรู้ว่าถ้าคุณไม่ เอ่อ มันมี มันมีปัญหามากมายที่คุณจะเจอ,ไม่มีประโยชน์ที่จะพยายาม เพราะว่าฉันจะไม่สนใจ,th,Thai,2
e791aa1255,"хъм, и аз щях да кажа, че има други области, които биха могли да отрежат, нали; знаете, че не би трябвало непременно да ги отрежат от там;","Мислех, че би трябвало да съкратят дажбите за храна, а не за книги.",bg,Bulgarian,1
b977efbeec,เขาได้ขยับ เพื่อที่จะได้เพิ่มเสียงของเขา ให้เหนือระดับปกติของ languid,เขาทำเสียงสูง,th,Thai,0
400848fa1b,人道协会不仅仅为动物和人提供有效的社会性服务，同样也是Nashua之城的一大助力。,保护动物协会根本不保护动物。,zh,Chinese,2
fa8d528bf8,الصوتيات داخل المقبرة دقيقة للغاية ، مما يضاعف من صوت زملائك الزائرين.,أجهزة الصوت تجعل الأصوات عالية.,ar,Arabic,0
e04eff1cc3,إن المفارقة في النهج الأمريكي تجاه المساواة هي أنه على الرغم من أننا نتعقب المجتمعات الأوروبية في قلقنا بشأن المساواة الاقتصادية والتمييز في الثروة ، فإننا نقود العالم في مجالات أخرى من التفكير القائم على المساواة.,تقود أميركا المجتمعات الأوروبية في الاهتمام بالمساواة الاقتصادية.,ar,Arabic,2
2b34ab80fa,"о, а после, ако се опиташ да го измъкнеш извън корпорацията си, ще платиш скъпо и прескъпо","Ако се прострете отвъд корпорацията си, ще ви струва много пари.",bg,Bulgarian,0
feadbb145c,"Es war klar, dass die Haupteinsatzzentrale die FDNY war, und dass die anderen lokalen, bundesstaatlichen, zwei- sowie einstaatlichen Einsatzgruppen eine Nebenrolle einnahmen.","Die FDNY war nicht die einzige verantwortliche Agentur, andere hatten genauso viel Kontrolle.",de,German,2
3c8a88035e,当地报纸和一些有影响力的卫星广播公司 - 如半岛电视台 - 强化了描绘美国为反穆斯林的圣战主题。,一些报纸传播反穆斯林的言论。,zh,Chinese,0
50528e7efa,Αλλά--με την άδειά σας--σίγουρα δεν υπάρχει κάτι που να μπορεί να κατανοηθεί από το Συνταγματάρχη Μπίσοπ.,Ο Επίσκοπος υποτίθεται πως θα συνελάμβανε έναν εγκληματία.,el,Greek,1
040d759c80,"Yaptığınız şeyi tam olarak anlıyorum ve kısmen de olsa farkındayım, kendim için düşünerek uyarılmış olabilirsiniz.",Benim üzgün hissetmemi sağlayacağı için bana söylememeyi düşünmene rağmen geminin batmasına izin verdin.,tr,Turkish,1
3b5ab41e88,میری جنس بہت دلچسپ ہے مگر اس کہانی کا اصل موضوع نہیں ہے۔,یہ کہانی ایسے مواد کو ظاہر کرتی ہے جو مکمل طور پر جنس پر مشتمل نہیں ہے,ur,Urdu,0
4fa93ca5e5,ไม่ว่าจะขาดการประสานงานระหว่าง  FDNY และ NYPD ในวันที่ 11 กันยายนหรือไม่ก็ตาม ผลกระทบจากหายนะก็กลายเป็นหัวข้อในการทะเลาะวิวาท,มีการขาดการประสานงานระหว่าง FDNY และ NYPD เมื่อวันที่ 11 กันยายน,th,Thai,0
1c3ba2202d,yeah bọn họ có một mớ thứ mà có vẻ dường như sẽ vỡ gãy cùng lúc.,Một số đồ vỡ có giá trị.,vi,Vietnamese,1
5bac3d679d,我试着把一切都记下来。,我的目的是把事情记录下来。,zh,Chinese,0
f089bc381e,"Ο Γκράντ τόσο Χαμιλτονιανός, λέει ένα  spin-glass Χαμιλτονιανό, όπου ένα spin glass είναι ένα διαταραγμένο μαγνητικό υλικό",Τα περιστροφικά γυαλιά δεν έχουν μαγνητική δύναμη.,el,Greek,2
debeb7a3d5,biliyorsun bir uçağa atlayıp oraya giderek keyfime bakmayı daha çok tercih ederdim,Uçmak oraya ulaşmak için çok daha güvenli olurdu,tr,Turkish,1
5b06b426d5,Les décharges de l'histoire sont jonchées d'épaves.,Les parcs à ferraille sont des installations d'entreposage dont les produits neufs et propres sont entreposés dans des colonnes bien ordonnées.,fr,French,2
5baa7bbfff,Ouais je suis allé à la bibliothèque hier et j'ai trouvé ce nouveau livre de PJ O'Rourke qui s'appelle le Parlement des Horreurs et ça parle de euh,Je ne vais jamais à la bibliothèque.,fr,French,2
848eb50c2f,และด้วยเหตุนี้ รัฐจึงไม่รับผิดชอบต่อพลเมืองที่ปฏิเสธสิทธิทางสังคมแก่พลเมืองผิวสีเหล่านี้,บางคนปฏิเสธสิทธิทางสังคมแก่คนผิวดำ,th,Thai,0
e08b26dd1a,تحظى السيارات اليدوية الصنع في المدينة بشعبية كبيرة جدًا، وفي في عام 1964أعلن النظام على أنها أحد المعالم الوطنية التاريخية.,لا أحد يهتم بالسيارات بعد الآن.,ar,Arabic,2
c4e6db9114,"Es sind 30 oder 40 U2 Flugzeuge und wir haben begonnen Chinesische und britische Piloten, praktisch Piloten von Verbündeten auf der ganzen Welt, in ihnen zu trainieren",Wir haben mit einer Menge anderer Soldaten trainiert.,de,German,0
5dcaac85a8,"Để xác định tình trạng của các hệ thống xây dựng từ việc xây dựng nhân sự, xem phỏng vấn FDNY 4, Chief (Jan.",Có một cuộc phỏng vấn có sẵn thảo luận về các hệ thống xây dựng.,vi,Vietnamese,0
10323baea2,(افسوسناک) نہیں، نہیں، میں آپ کو نہیں مرنا چاہتا ہوں!,اگر تم مرجاؤ مجھے اس کی پرواہ نہیں!,ur,Urdu,2
89a8dfed4c,"Как Секретарь Пауэлл, так и Министр Рамсфельд, как представляется, уже получили доклады по этим темам также и от заместителя Начальника разведки.","DCI, похоже, уже проинформировал и Пауэлла, и Рамсфелда.",ru,Russian,0
ce0e94289a,"Trong năm tài chính này và năm tiếp theo, trường luật bắt buộc phải  cắt giảm trong việc trích lập tiểu bang và tăng chi phí y tế lên tới hơn $400,000.",Trường luật đang phải đối mặt với việc cắt giảm ngân sách.,vi,Vietnamese,0
a60d51479e,"Para mí, soy completamente de la opinión de Wolverstone.",Nunca he oído de nadie que se llame Wolverstone.,es,Spanish,2
735eae4f20,"Nach 9/11 hat Motassadeq den deutschen Behörden zugegeben das Shehhi ihn gefragt hatte, dinge auf so einer Art zu behandeln sodass  seine Abwesenheit verborgen ist.","Motassadeq sollte verbergen, dass Shehhi gefehlt hatte.",de,German,0
60860583c6,"Ну, этим утром иду я туда и, э-э-э, не помню как, наверное, или я задал вопрос и он вошел, или, ну, в общем, ладно.",Я сегодня не ходил и следовательно не видел его.,ru,Russian,2
6de53587b2,آپ یروبکس کیسے کریں گے,کیا آپ وضاحت کر سکتے ہیں کہ آپ ورزش کیسے کریں گے؟,ur,Urdu,0
932e0b35ee,"Es increíble, es increíble lo que puedes sacar de un poquito",No hay manera de que tan poco sea suficiente.,es,Spanish,2
8c4104311d,एक संगठन की वित्तीय रणनीति एक बड़ी मानव पूंजी विकास रणनीति का हिस्सा है जिसकी चर्चा छठे सिद्धांत में की गई है।,सिद्धांत XII पूंजी विकास रणनीति से संबंधित है।,hi,Hindi,2
2cc2f555de,"तो इससे कोई फर्क नहीं पड़ता,  केवल हंगामा होता है",कुछ लोग अराजकता फैलाना पसंद करते हैं |,hi,Hindi,1
0717b2e313,La razón menos citada fue mantener un núcleo en el lugar,Mantener el núcleo interno no fue citado mucho.,es,Spanish,0
bc73d2deb3,"Kurnaz savunma, bunu onayladı.",Sadece o sırada yapılacak doğru şey bu olduğu için onu onayladı.,tr,Turkish,1
69de640a88,"Ni kama faili moja yenye tab nzima, tofauti, unajua, kila tab ina kama lahajedwali tofauti juu yake.",Ukurasa huo ni orodha moja tu ya nambari.,sw,Swahili,2
e65978db8f,لیکن اس کے علاوہ میں امید کرتا ہوں کہ یہ ابھی تک گرم نہیں بہت گرم ہے شاید ہو سکتا ہے شاید شاید کرسمس کی شام پر تھوڑی برف ہو یا اچھا ہو لیکن کچھ اچھا نہیں لگے گا.,میں امید کرتا ہوں کہ موسم مزید سرد نہ ہو اور تھوڑا گرم رہے، سوائے کرسمس پر کچھ برفاری کے.,ur,Urdu,0
536745f758,Το κόλπο είναι να με σκέφτεσαι λιγότερο ως τον νέο σερίφη στην πόλη και περισσότερο ως μία από τις νταντάδες των παιδιών του von Trapp που σκοτώθηκαν πριν από τη Maria.,Θέλω να με σκέφτεσαι ως νταντά και όχι ως σερίφη.,el,Greek,0
ebb1b7fbba,"все руководители кредитных союзов и тому подобные личности, так что она реально была за то, чтобы всё, что происходило там с этими кредитными союзами, продолжалось",Она была заинтересована в кредитных союзах.,ru,Russian,0
908632fbf3,и ем поэтому мне оно очень понравилось,"Я хотел бы еще один, потому что он оказался очень милый.",ru,Russian,1
beda0e4a56,00 menos de 6 años - Tour gratuito y tarifa militar de 3 $.,"Lamentablemente, en este momento no hay tarifa para nuestros miembros militares.",es,Spanish,2
2d5f02aaf1,"Както главният секретар Пауъл, така и секретарят Ръмсфелд изглежда вече също са били информирани по тези въпроси от DCI.",Те бяха информирани за текущото състояние на две групи самоплетоносачи за нападение  в Средиземно море.,bg,Bulgarian,1
bf689dcad8,"Dado que el Título 7 exige que se establezca la validez de los reclamos de viaje antes de certificar el pago, consideramos que incluir todos los gastos individualmente en el comprobante de viaje ayuda a que se cumpla este requisito.",El Título 7 trata de los viajes aéreos.,es,Spanish,1
b8e0e6f7f4,"Конечно, там много сцен на яхте, элегантных и романтичных.","Большие яхты очень дорого содержать, поскольку они требуют регулярного технического обслуживания и большого количества топлива.",ru,Russian,1
f519950a20,Той замахна към лорд Джулиан.,Той се завъртя към лорд Джулиан.,bg,Bulgarian,0
2c7e7cbdff,"Sisi kwa kweli twaiunda dunia yetu pamoja, sisi wakosoaji",Kilakiumbe hai huathiri dunia tunayoishi.,sw,Swahili,0
487f196ac3,ร่างกายของ Dowd นั้นทำงานเป็นคอลัมนิสต์ และที่พิเศษคือชิ้นส่วนของ Flytrap ที่ทำให้เธอชนะรางวัลพูลิตเซอร์ ซึ่งเป็นหนึ่งในตัวอย่างที่ยอดเยี่ยมที่สุดของการตำหนิตนเองของพวกบูมเมอร์,ดาวด์จะไม่มีทางเขียนและจะไม่มีวันเขียนสิ่งใด ๆ ที่อาจตีความว่าเป็นผู้กำเนิดการเฆี่ยนตีตัวเอง,th,Thai,2
da9e291692,صحیح، کمپیوٹر سائنس اور کوگنیٹو (دماغی) سائنس تو,کمپیوٹر اور معرفتی سائنس۔,ur,Urdu,0
d80edfaf11,"Schieße nicht, solange nicht auf dich geschossen wird!","Schieß nur, wenn du musst.",de,German,0
40c16dd94c,"Katılanlara, adayların isimleri, adresleri ve telefon numaraları ile okulun ihtiyaçlarına dair gerekli bilgiler verilecektir.",Katılımcılara potansiyel iletişim bilgileri ve arka plan bilgileri verilecektir.,tr,Turkish,0
b1890989fc,"Хотя она и  была возмущена его тоном и словами, она подавила в себе чувство обиды.","Ей очень понравились слова, с которыми он обратился к ней.",ru,Russian,2
d7e5f21c60,"'Điều đáng chú ý là sự bất thường này vẫn còn tồn tại, ngay cả trong nhiều nguồn hiện đại.","Sự hỏng hóc bất thường này có thể được sửa chữa, nhưng chi phí sẽ cao đấy.",vi,Vietnamese,1
a401a3c5b8,"Нет, она родилась в 1900-м, так как ей было 16 лет, а это должно было быть в 1926-м, 19, ну или до 1930-го.",Она родилась 1 января 1990 года.,ru,Russian,1
d0ee08c437,"La Vida de un Bato Loco, geschrieben von einem Informanten von Linda Katz und erneuert in ihrem Werk, ist ein gutes Beispiel des literarischen Gebrauchs von cale.",Linda Katz war eine Rauschgiftfahnderin.,de,German,0
f4d6b9317c,"61 Въпреки че евентуално младите хора разбират, че това усилие може да компенсира слабите способности, момичетата могат да заключат, че овладяването на сложна математика не си струва изключително тежките усилия.","Момичетата смятат, че математиката е лесна.",bg,Bulgarian,2
71b6b182bd,И той винаги говори бързо; той е на мобилен телефон.,Той говори колкото може по-бавно.,bg,Bulgarian,2
db0b388092,"Той е от Гърция, от едно малко селце в Гърция, наречено Токалека, и е дошъл в Америка и мисля, че е било 1969 или 1970 г., и скоро след това се оженил.","Той е грък, който не говори английски.",bg,Bulgarian,1
44e6d2479e,"Дори ако предварителното инженерство и договарянето на споразумения отнемат от шест до осем месеца, общото време за завършване на два 900 MWe блока ще бъде около 17 до 19 месеца.",Общото време е по-малко от 6 месеца.,bg,Bulgarian,2
35447d374d,البيانات المقدمة في هذا الملحق مبنية على البيانات الديموغرافية لمنطقة الرمز البريدي ذو الخمس أرقام لكل طريق في الربع.,الملحق يحتوي على جميع البيانات الأساسية حسب الكود البريدي والولاية.,ar,Arabic,1
a58aeaf550,"Mi nombre es Wade, Lord Julian Wade.",Lord Julian Wade era su nombre.,es,Spanish,0
d873accfd9,Наши текущие или запланированные усилия включают,Большинство наших усилий уже дали результат.,ru,Russian,1
5c6153da86,سعى للكتابة بكل راحة في صفحة مفتوحة أمامه: levius fit patientia quicquid corrigere est nefas سعى إليها، ولكن من الصعب العثور عليها.,ساورته المخاوف بعد قراءته للكلام الموجود على الصفحة.,ar,Arabic,2
8b111dd008,"Tên một số địa danh của Mỹ có âm hưởng thật độc đáo - những nơi như Maggie's Nipples, Wyoming, hay Greasy Creek, Arkansas, Lickskillet, Kentucky, hay Scroungeout, Alabama.",Có vài cái tên nghe rất kêu.,vi,Vietnamese,0
5465906bf0,'    เรารู้อย่างแน่นอนว่ามันหมายถึงอะไร,ความหมายนี้ชัดเจนอย่างสมบูรณ์แบบสำหรับเรา,th,Thai,0
ea68432618,"Гражданите, които са се обадили на полицейското бюро на пристанищната служба, намираща се в СТЦ 5, са били посъветвани да напуснат, ако могат.",Контролните власти накараха хората да напуснат 5 WTC.,bg,Bulgarian,0
b71507f6b5,"yeah yeah yeah, du bekommst zwei Wochen, wenn du anfängst und dann jedes Jahr geben sie dir einen zusätzlichen Tag, bis du vier Wochen hast",Deine Zeit nimmt jedes Jahr zu.,de,German,0
de7cbc63c9,"Kumulierte Vermögenswerte können Einkommen in Form von Zinsen und Dividenden generieren, die ihrerseits gespart werden können.",Die Zinsen und Dividenden ergeben viel Geld.,de,German,1
778e164afd,संक्षिप्त मध्यवर्ती सामग्री और फीडबैक को अलग करने के लिए नई प्रौद्योगिकियों के इस्तेमाल से खतरे और पीने के पैटर्न की समस्या वाले रोगियों के लिए देखभाल की व्यवस्था में अंतराल को भरने में मदद मिल सकती है।,पीने की समस्या वाले लोगों का कोई इलाज नहीं है।,hi,Hindi,2
aeb5ae1427,"पढ़ाकू, जो अर्थशास्त्र और कंप्यूटर की कक्षाओं में डूबे रहते हैं, उनकी स्थिति तो और भी निराशाजनक होती है।",पढ़ाकू सामाजिक वार्तालाप में अच्छे नही होते हैं।,hi,Hindi,1
e6723704a7,"Niamini, nashukuru.",Mtu huwa na shukrani kweli.,sw,Swahili,0
5bb743d827,Makumbusho hayakuwa imara kwenye orodha au lebo,Makavazi hayo hayapendi kuandikwa.,sw,Swahili,1
fcee7e922d,Ο τόνος παλμού δεν είναι τεχνικός όρος.,Το επίσημο τεχνικό εγχειρίδιο δηλώνει ότι ο παλμός-τόνος είναι ο σωστός όρος σε αυτή την περίπτωση.,el,Greek,2
7bb08a6aed,ऐसा लगता हैं हैं यह तेजी से बदतर हो रहा हैं |,लगता है यह और भी बुरा हो रहा है.,hi,Hindi,0
f40e8b6784,Ihre Anwesenheit in diesem Augenblick und die Art seiner Auseinandersetzung mit Wolverstone waren peinlich.,Wolverstone hatte nie einen Streit mit ihr.,de,German,2
b8c0ea33e8,"Vào ngày 9 tháng 9, những tin tức đầy kịch tính đến từ Afghanistan.",Chúng tôi được thông báo về cuộc tấn công sắp xảy ra vào ngày 9 Tháng 9.,vi,Vietnamese,1
ed5b308947,"Las Tumbas Ming fueron en otros tiempos rutas principales hacia la Gran Muralla de Badaling, pero los turistas extranjeros pocas veces han quedado impresionados por este sitio, al encontrarlo húmedo y mal restaurado.",Solo veinticinco personas visitaron las Tumbas Ming el año pasado.,es,Spanish,1
ba74e8895b,"6:45 到7:40之间， Atta, Omari, Satam al Suqami, Wail al Shehri 和Waleed al Shehri一起过了安检，登上前往洛杉矶的美国航空11次航班。",他们8点之前登上去洛杉矶的航班。,zh,Chinese,0
eeedfc4424,"Es gibt Nationalitäten und ethnische Gruppen, die so selbstsicher und so zufrieden mit sich sind, dass ethnische Epitheta entweder wie Kiesel von einem Elefanten abprallen oder als amüsant oder sogar ornamental adoptiert werden.",Manche ethnische Gruppen haben ein hohes Selbstwertgefühl.,de,German,0
04c794b893,انشغل روكفيلير في هذا العطاء المكروب بينما بدأت تاربيل الملاك المنتقم في تمزيق لحمه في مجلة ماكلورز.,كان روكفلر يعطي.,ar,Arabic,0
25e65d94ae,"Werfen Sie einen Blick auf den Passeig de Gracia im Osten, insbesondere auf die Carriers Diputacie, Consell de Cent, Mallorca und Valancia bis hin zum Markt Mercat de la Concepcie.",Der Markt verkauft viele Früchte und Gemüse.,de,German,1
edaab91938,"Đi dạo nhàn nhã, anh ta bước chân vào bức tường được dựng lên, và đi qua những cánh cổng lớn vào sân.","Vì những cánh cổng lớn bị khóa, anh ta nhảy qua hàng rào, vào sân.",vi,Vietnamese,2
7fa1543ed0,La Maison Blanche va-t-elle se raviser ?,La Maison-Blanche changera-t-elle d'avis ?,fr,French,0
a371cd7464,تجدر الإشارة إلى أن تأثير الكثافة البريدية على التكلفة أكبر في فرنسا مما هو عليه في,الكثافة البريدية لها تأثير كبير على التكلفة في فرنسا.,ar,Arabic,0
c6bb469805,"Πίστη, εξηγήσου κατά ένα τρόπο, είπε εκείνος.",An explanation is offered right away.,el,Greek,2
409cc584c5,"Sitaki kuenda katika SS ya tatu, hiyo ni kundi la manowari la mkakati wa msaada la tatu.",Mimi sitaki kuwa sehemu ya tatu SS.,sw,Swahili,0
bcf749b335,oraya bir Coca Cola reklamı fırlat,Alkolsüz bir içecek ilave et.,tr,Turkish,1
9dadd2df75,Retrait des titres de créance avant les fonds fiduciaires et les fonds spéciaux (sauf les fonds de roulement).,Certaines fiducies ont des fonds renouvelables.,fr,French,0
7b5f47d548,"Добрый день, сэр, - любезно приветствовал его Блад.",Блад пожелал мужчине хорошего дня.,ru,Russian,0
c4c71b9f9b,"Sonuç olarak CEO, CIO'ya, CIO kurumuna ve diğer kurumsal birimlere yapılan bilgi teknolojisinin ve yönetim işlevselliklerinin taksimini kontrol etmektedir.",CEO insanlara kimin hangi bilgiyi alacağını söyler ancak bazen hata yaparlar.,tr,Turkish,1
602808874f,"Ob diese Kombination von Fakten und Spekulationen Anlass für Protestdemonstrationen ist, ist Geschmackssache.",Es gibt sowohl Fakten als auch Spekulation.,de,German,0
805ec16cca,"И также бесспорно, что эконосфера стала более сложной за несколько последних миллионов лет эволюции гоминидов.",Эконосфера современных людей намного проще чем была у древних людей.,ru,Russian,2
5834073edd,हमारे शब्दावली के विकास में एक भाषाई प्रक्रिया है जो उच्च दर से काम नहीं कर रही है।,हमारी शब्दावली में भाषाई प्रक्रिया नहीं है।,hi,Hindi,2
aa4af60854,"И еще, дай-ка я сам с этим разберусь.",Мне не нужно это решать.,ru,Russian,2
34cd54592e,เมื่อทรายก่อตัวขึ้น ทรายก็เข้าสู่มุมทรงตัว แล้วขยายตัวเข้าสู่ขอบโต๊ะ,ทรายถูกตักโดยรถปราบดิน,th,Thai,1
21e60e9e1d,لقد كان تقريباً بعمر كافي ليكون والدها.,كان أصغر من ذلك بكثير.,ar,Arabic,2
443cd9310c,"Ngay cả khi kỹ thuật sơ bộ và đàm phán hợp đồng đã kéo dài từ sáu đến tám tháng, tổng thời gian hoàn thành hai đơn vị 900 MWe sẽ là khoảng 17 đến 19 tháng.",Cái gì hơn 8 tháng đều quá mức.,vi,Vietnamese,1
731c5e3fce,"Además, probablemente miraría algo, oh, tal vez un V seis",Estoy considerando ver un V6.,es,Spanish,0
170d9cada5,Ilinichukua takribani muda wa masaa moja mbili hivi kupata nilichohitaji.,Ilinichukua muda mrefu kwasababu kikabu kilikuwa kikubwa na cha kuchanganyisha.,sw,Swahili,1
19b0abb2c4,Ένας ταχυδρομικός κώδικας μπορεί να εξυπηρετεί πολλές διαδρομές.,Οι περισσότεροι ταχυδρομικοί κώδικες καλύπτουν περίπου δέκα χιλιάδες διευθύνσεις.,el,Greek,1
c4ea45c125,بہارل وہ آدمی اندر اجاتا ہے,آدمی عدالت میں داخل ہوا,ur,Urdu,1
